hour,month,Temperature (°C),Humidity (%),Wind Speed (m/s),Rainfall (mm),Solar Irradiance (W/m²)
3,3,28.073090576975808,80.06411393177419,2.0192312596142474,5.232212315099463,250.0328961498387
3,4,28.084882166097223,79.73411890566666,1.9735066677083333,4.647435760634722,250.3697141369861
3,5,28.105879122137097,79.88905489866936,1.9736275337688172,5.071848469919354,252.5221145608871
3,6,27.902592841599997,80.0543415046,2.060472262341667,5.188113963018333,247.1798729485
3,7,27.955161738903225,79.66093365867742,1.9566620817806453,5.107106121701612,252.12966048548387
3,8,27.961703868209675,79.64310303803227,2.0505336455241934,5.223167834256452,249.73418874180643
3,9,28.019274809883335,80.00343637695,2.0294690865,5.2972068185316665,250.80747748451665
3,10,27.922596366951616,80.17468688382257,2.030017323982258,5.269746287082258,249.76170693920966
3,11,27.98468144763333,79.93200364998333,2.0927619413483334,5.300026143389999,250.46059372303333
3,12,27.987193308596773,79.92298997396773,1.9910135725919356,5.043530886912904,250.67958138645162
4,1,28.002342391797296,79.95847486058108,2.0196728872581082,5.12701167537027,251.86103954851353
4,2,27.906450574794118,80.14323335463236,2.0200392032676473,5.332188668019118,249.56765311139705
4,3,27.977521399771504,79.89549789224462,2.0073059201948924,5.137769394842742,248.87796633494622
4,4,27.91541640823611,80.20544486590278,2.036135123683333,5.0567544670027775,249.7974242696389
4,5,28.026424651733873,80.0956682701613,1.9903418187325268,5.164198200778226,250.53006551720432
4,6,28.008462151749995,80.10808330086667,1.9920614633733331,4.935877599608333,251.23323533865002
4,7,27.97894582170968,80.21994361559676,2.0573504890725807,5.290970025090322,249.15948645209676
4,8,27.958642070596774,79.80856179891936,1.960637815514516,5.401069881917742,250.59732750117743
4,9,28.11023876426667,80.12166393293333,2.0005528122833334,4.923013277648334,251.36572551033333
4,10,27.967936366177423,79.66221855608065,1.9620616774225805,4.8855460670370965,253.01362754267743
4,11,28.039648212333336,80.2273871532,1.9574794588316669,4.760685729688333,253.4160915688333
4,12,27.945375337451615,79.9573161926613,2.028894766248387,4.897250852598387,250.47458604290324
5,1,28.048421966283787,79.77948399781081,2.0082081147567568,4.961751802645947,251.7479819868919
5,2,28.048095257852943,79.75977963225,1.9953972368,4.870555486701471,249.94841893441176
5,3,27.981508688427418,79.92680447112903,2.0387552406948926,4.797047423106183,250.54326565801074
5,4,28.017980871791668,80.00692535044445,1.9971632226486113,4.973279734568056,251.6546260851389
5,5,28.078834938763443,80.07647183763441,2.0543128132741937,4.747330734428763,251.84629244059138
5,6,27.906503202350002,79.88917954473332,2.044404622635,4.864510009625,253.81028863536665
5,7,27.932415278,79.8905783682258,1.9846015225258065,4.866517580048387,248.58698490412903
5,8,27.940484295822582,79.97047146083871,1.953258080896774,4.761761245530645,246.69486786367742
5,9,28.139935442133332,80.28088035091668,1.964513231741667,4.69906927321,250.282494768
5,10,27.926585307096772,80.1488589468871,2.0095664415967742,5.181155953154839,249.09993965772583
5,11,27.851230405166667,79.71747972368333,1.9766122494583331,5.252108286836666,251.113710679
5,12,27.89084506662903,80.34974698546773,1.958417098580645,4.878496819201613,250.32604697532258
6,1,28.042593976693546,79.71207618455645,2.0571041502634406,4.878515664407258,247.77980644372312
6,2,28.08481671477941,80.24529889945589,1.9576118056485294,4.904400106117647,247.5017662394853
6,3,27.86019559041667,79.75211394716398,2.0113255793413978,5.185699320087366,248.8563622388441
6,4,28.159693618916666,79.88721678701388,1.994339217548611,4.819584038305555,251.5906465741389
6,5,28.023785625712364,80.09433732594086,2.0899761633857525,4.7767577113091395,249.87308120860214
6,6,27.980205205983335,80.2308150323,1.9467231603283335,4.962400920978333,249.1622935303667
6,7,28.104448718709676,79.96752020364517,2.035407728304839,5.034462161420968,249.84176491330646
6,8,28.08791906853226,79.92516660235484,1.9926981454580646,4.844833599296774,250.7870265383871
6,9,28.255629842633333,80.27825021505001,1.96167826999,4.63881007168,250.01050110633335
6,10,27.959505073290323,80.28895401311291,2.0145514207903226,4.781779717808065,249.13654716935483
6,11,28.01759976105,79.74649849095,2.0030589321116667,5.036340432428333,249.48769584946663
6,12,27.956218138467744,80.26783574882258,2.024598129764516,4.898822036040323,250.31112678314517
7,1,28.017679001706988,79.80162715537635,1.997280854013441,4.977216381497311,247.95843384717745
7,2,27.92171906039706,80.22542900888236,1.9824417062852941,4.932632842605882,249.19663689136766
7,3,28.094438581438173,80.23055591051074,2.054499258599462,4.729323093051075,250.83933702209677
7,4,27.873023774777778,79.87177081805555,1.9437890818958332,5.556629989808333,247.36929157983334
7,5,28.010082919408603,79.76509161912635,2.012601996283602,4.996426093380377,247.19622179126347
7,6,28.103164356116668,80.03081565085,1.9614141327949999,5.219477982,246.71553331105
7,7,27.908151931693546,79.85480862406452,2.0413472743774195,5.128262954316129,245.64993746169353
7,8,27.898192714,80.28789361998386,2.0627374757774195,5.2821065565532255,250.05315113035485
7,9,28.099684429016666,79.66738168711666,2.007665542903333,5.203134781091666,251.02229286985002
7,10,28.081757242096778,80.00781499170968,1.989945704587097,4.877822553809677,251.556332675
7,11,27.985259943833334,80.17876215303333,1.96523581728,4.73292984356,247.17315004066666
7,12,27.973534782387098,80.04008579230646,1.9744343821225807,4.810306606470967,250.1853333717742
8,1,28.059976046989245,79.94801914224462,1.915319958580645,5.123951008438172,251.05120318696237
8,2,27.889390395161765,79.89999838425,1.9972706434838234,4.888183601377942,250.28434579676474
8,3,27.95416986201613,80.39725688439516,1.9272263772553762,5.2501645695389785,247.5812550625
8,4,28.08548238959722,79.99540531812501,2.0351016631819445,4.5146657749847225,248.96575450231944
8,5,27.965743382459678,80.08740154005376,2.020552661592742,4.925059420373656,252.32939855228497
8,6,27.99737951195,79.90376620151666,1.9611981538733334,5.056676549048333,252.16137557605
8,7,28.0317465075,80.12384954670968,2.0161171950822583,4.761581891869355,252.48128797193547
8,8,28.01443872314516,80.1524380857258,1.941866405814516,5.179483904348388,245.2823792669355
8,9,27.92726281531667,79.87986772835,2.0103914371083333,5.099729011576667,249.14259132156667
8,10,27.848264436983868,79.66920703667742,1.9456475761258065,4.814371497277419,249.5854086753226
8,11,28.049565335199997,80.36425071351667,1.9600210268633336,5.328411020403333,249.35800604300002
8,12,27.80601585612903,79.90039276429032,2.046570710827419,4.856315982906452,248.7707554639032
9,1,27.92231860202957,79.88022487416666,2.0566581210591397,5.234061240461021,248.67059341145162
9,2,28.046947765088238,80.16593884020588,1.9741324415867647,4.85789275032353,250.53898103588233
9,3,28.096494326182793,79.96109952790323,2.027309968639785,4.97868721446371,250.95647044717742
9,4,27.890830482541666,80.02112170731945,2.024676815397222,5.126124753758333,249.4498435271111
9,5,28.13145191873656,79.8951320673656,2.0095114602540325,4.8631841991129034,245.32719353260754
9,6,28.040418835333337,79.42241108013333,1.92494315395,4.868515568873334,249.93480897358333
9,7,27.937624645354838,80.06488755982258,2.0077322228096772,5.392245357264517,249.39303130677422
9,8,27.828293090612902,80.24594409145162,1.954419702016129,5.259684087658065,248.30114474633868
9,9,27.994307968516665,79.96089398426668,2.005232820075,5.202879015143333,248.44422877853333
9,10,28.000806207500002,80.21922559530645,1.955062324387097,4.634605403935484,250.18833562903225
9,11,27.995058974900005,79.94488459665,1.99376086209,4.487941291435001,248.7331523035
9,12,27.997433620596777,80.21803196716128,1.9730033685258066,4.971658018167742,252.8107104264516
10,1,28.164451516061828,80.00989191325269,1.9257020252338708,4.8604543154677415,248.5489177399731
10,2,27.955069586426468,80.15302519244118,2.046433752964706,5.138342915338235,250.8515462309118
10,3,27.949645814905914,80.26582281373656,2.0044211013870967,5.426971307388441,249.1649644856183
10,4,28.18478666973611,80.04713835079167,2.0235145495375,4.9672356205,248.0444751451389
10,5,27.995200869462366,79.98403158357527,1.982249269297043,4.943011897330646,252.46016980120967
10,6,28.099277803816666,80.05394596266667,1.9167317610666665,4.800445518686667,252.04137345293333
10,7,28.075627980500002,79.74695329191935,1.9731008328016129,5.2682385974,249.52124787774196
10,8,28.087654672225806,80.0169127721129,1.9942175176596775,5.2497805345693545,250.1100367064516
10,9,27.970856210033332,80.17154736628333,2.01411879849,4.8014460899983336,251.13297586139998
10,10,27.979523835016128,80.09231513633871,1.96936325775,5.0532490626854845,253.28821082812905
10,11,28.027427954649998,79.81921555236667,2.02601555058,5.1021480327683335,250.57234144701667
10,12,27.955645677887098,80.04283894117742,2.0054134745580643,5.219076719591936,249.30360430903224
11,1,28.042736521626345,79.84691774728495,1.9728946763266129,5.059355463170699,249.95583182483873
11,2,28.107382046867645,79.87230208117647,2.00294225325,4.752351027619118,247.66498456191175
11,3,28.023429318118282,79.97425311967741,1.9905369490658602,4.942449923469086,250.5435056702957
11,4,28.05179572030556,79.98415584458334,2.0726145296555556,4.8707997915125,249.26857211994445
11,5,28.032163820981182,79.99843762840054,1.9985673639569892,4.899440433975807,248.1432348186828
11,6,28.025397397133336,79.95881879058334,2.005300809805,4.87998668932,250.23802968668335
11,7,28.03767208714516,80.0295366959516,1.9938815499935485,5.03255651987258,249.32740544930647
11,8,28.08141768477419,79.75859462267742,1.9858586498564519,4.965429491159678,250.8614169375645
11,9,27.96721090746667,80.39245289808333,1.9347668042000001,5.60754914347,246.21820664101668
11,10,27.893392950935482,79.93919710695161,1.9735135909112904,5.204161881401613,245.620380026129
11,11,28.006889699483335,79.91439613605,2.04612451612,5.440825493345,251.87884834961665
11,12,28.05326658787097,79.90894370908065,1.994110046764516,4.96296099861129,247.9752277648387
12,1,27.899737640295697,79.70372745311828,2.0226574553830643,4.861367754543011,249.83077007198924
12,2,27.909135347455884,79.931612219,1.9823355678279413,4.880443682826471,248.38990486855883
12,3,27.939227312204302,79.87050306600807,2.0379470510739246,5.010254493610216,251.33530083870968
12,4,28.006515824430558,80.16323752161111,2.0175915340472224,5.1916695933,252.19295044190278
12,5,28.022309737513442,79.76064829375,1.9691857417782257,4.618648468536291,252.5629155304704
12,6,27.97936047323333,79.90010042401666,2.0155400171899998,4.9829692578466664,247.15881772741665
12,7,28.051817483532254,80.15124256803226,1.9990892437645162,4.764219904245161,250.85991219462903
12,8,27.99683880254839,80.17545815803226,1.9808971489112903,5.099235208259678,250.03612507808063
12,9,27.925002199299996,79.95129520593333,2.0026182542116664,4.8948002059333335,249.90272087848334
12,10,27.944402253435488,80.12514301591935,1.9713563244903225,5.261375410503225,249.78480749999997
12,11,27.898538541033336,79.87689503265,1.9654947553550002,5.128985289448334,254.54732239766668
12,12,28.108053097032258,79.92933329438709,1.9753886492258066,5.204885765080645,247.4033905483871
13,1,27.96041337827957,80.03847541495968,1.9639192310282259,5.079052503541666,252.8443731422715
13,2,27.964250302632355,79.91765824466177,1.9431943083882353,4.762964355644118,249.67796594038236
13,3,27.953587987137094,79.90489571864248,2.0248737301317203,5.18010579565457,250.03966235560486
13,4,28.063061960958333,79.980448651875,2.0267731417319443,4.878364831208334,248.76658554347225
13,5,27.883546838185485,79.820605478293,1.9824381092997312,4.913221455813172,249.96823913965054
13,6,28.05831206523333,79.81105839105,1.9788631514366666,4.846410877035001,252.3994295885
13,7,27.937840459112902,80.05051687217743,1.9946060832887098,5.1423649549548385,248.28690418730648
13,8,28.011207800870967,79.92853016946775,1.9749992620129033,4.886796511561291,248.06269961532257
13,9,27.984886781800004,80.25243857641667,1.998383710385,5.4818854358283335,249.21362678800003
13,10,28.102774830306455,80.08364339285484,1.9981752088870965,5.205652376503226,249.24619250379033
13,11,28.05431476005,79.84686659590001,2.0142715818833334,4.645202057731666,246.88094795961666
13,12,27.947972811467743,80.04240011564517,1.9677068928467745,5.053828702585484,248.97221323935486
14,1,27.904658578508066,80.32837933616935,2.0111724079771505,5.105533702551075,250.63043846478496
14,2,27.920352825397057,80.11003774663236,1.9848704270735293,5.1627963341382355,248.98816711764704
14,3,27.963770956169355,79.83140848009408,1.9938853742150537,4.995548300819893,250.71858452259406
14,4,27.850075668097226,79.8783192440139,1.9779091127972221,4.9482748431944445,245.89243162444444
14,5,27.863431126653225,79.92289703248656,1.9719475234422044,4.8477266352284945,250.20959312876346
14,6,28.051602303733333,80.0362977802,1.9802377170183334,5.148680560925,249.73771718108333
14,7,28.113229216080647,79.9395658926129,1.9704375811258064,5.121514557679032,249.29199399559678
14,8,28.06466859079032,79.85567351743549,2.014027457875806,4.745983706467742,251.86587450506454
14,9,27.939833280916663,80.03860650785,1.9945127502433335,4.900479698263333,249.1339659756167
14,10,28.013464295403224,79.83449138203225,1.9844289731161293,4.79168012621129,250.85583099406452
14,11,27.95644689163333,80.18110513286666,2.0213225479533334,5.341167843173333,249.02079093341666
14,12,28.051437892354837,80.29299841209678,2.0263706722241936,4.415366780490323,248.98482809383873
15,1,27.94597582176075,80.33122091504032,1.9340957126048386,4.985013431209677,250.256100427164
15,2,27.992564634985293,80.18921277738235,2.039834022329412,5.326983802029412,248.71159838779414
15,3,28.049010831801077,79.84963874568548,2.0157300156801075,4.690596428626344,250.25314495236557
15,4,27.975710516611112,79.61360375927778,2.050153096309722,4.938722620298611,250.27758271095834
15,5,27.889861186357525,79.57844666487902,2.0001220325551072,4.965909369533602,246.7319265502957
15,6,28.124004719766667,80.0227662456,1.9670886087733335,5.291830698106667,248.06779455266664
15,7,27.853755524709676,80.12151425517742,1.9342037467419357,5.048370844656452,250.98069833574192
15,8,27.981124579612903,79.8663336878387,2.007884767333871,4.996129252301613,251.0478476212258
15,9,28.080159749833335,80.08140010936667,2.0025575870216668,4.954660992018333,251.33919726566668
15,10,27.94223085969355,79.87342504395161,2.0267876791403228,5.092666548941936,249.5217061669516
15,11,27.88589104591667,79.59685436988333,1.93987474977,5.133492469115,247.607272208
15,12,28.003252996258063,79.98555112874193,1.9935605353774195,5.39775255731129,249.5771389912903
16,1,28.11612643202957,80.11131597899194,1.9884781767123654,4.76850918483199,248.17279355739248
16,2,28.05577663925,80.43658858530883,1.9789998630794117,4.845934458441176,249.59804975458823
16,3,28.045104265174732,79.96841865583333,1.9801727014448924,4.767025712641129,250.51225813385753
16,4,28.07545935525,79.8550642731389,1.9755426921958332,5.156681925305556,251.579196345125
16,5,28.085906969180108,80.29453459047043,1.9754410462056453,4.83323268183199,250.46861530913978
16,6,27.952020506916668,79.68882629553333,2.0066255819850003,5.088018432006666,250.63911695049998
16,7,27.965233563887093,79.97266291358065,1.9687835897951613,5.185437452279032,249.2792787367742
16,8,27.75057725098387,79.84709968082258,1.9493140427612903,5.068396926495161,247.25061178359675
16,9,27.92702114105,79.88386019373333,2.0162701891116668,4.549608797738333,249.73186554
16,10,28.00245743648387,79.66125181743548,2.0154805282112904,4.601369568691935,249.0894572517742
16,11,27.857482861233336,79.96934066175001,2.0218937955666667,4.7051269937099995,249.7501121246833
16,12,28.002498158596772,80.2611763553871,1.9866059653064516,5.02864014651129,250.2708401164516
17,1,28.0349237009543,80.22983380172043,1.9856064063655914,4.959295264267474,249.95302780689516
17,2,28.02522046035294,80.06990128300001,2.0356894378911763,5.510083326461765,249.5517744785294
17,3,27.98794324229839,80.13552610397849,1.9342318571586021,5.014435775103494,249.19039905147847
17,4,27.926899685291666,80.04015679697223,2.005540836751389,4.998207388313888,242.80547240927777
17,5,27.93664200501344,80.34152927294355,2.045360361875,4.708566784891129,250.2471974569758
17,6,27.948252229883334,80.24505122184999,1.9482862815916666,5.052107510878333,249.41497193966669
17,7,27.909847491112902,79.91840149070968,1.9658117802209678,5.621032514664516,249.6455242969355
17,8,28.110582213951613,80.1587913935,2.052669201262903,5.268828476830645,253.7946754792742
17,9,27.8611685235,79.97875698833333,2.0449655139816665,5.11876698912,250.7082406881
17,10,27.965205246306454,79.99838552496774,2.028242009548387,5.255577597438709,249.44808500082257
17,11,28.132121232600003,80.25722912656667,2.0414564801783333,4.7840555670416665,248.95980353783332
17,12,28.05784360453226,80.17078538132257,2.0284484346419354,4.9894825717112905,250.7179622375484
18,1,28.103383395080645,80.1577636588172,1.9628761030806452,5.013463479504033,252.86610235841397
18,2,27.919767017441174,80.03734505504411,1.9816352768838235,4.745523423038236,249.06862084558824
18,3,28.068167183319893,79.9447491828629,2.071715394872312,4.86936114559543,250.30171145013443
18,4,27.87696484401389,79.93721259651389,2.080948626538889,5.303837112925,246.01088233319444
18,5,27.88436610033602,80.06360327899193,2.0087071853682796,4.736118048240591,250.05207481377687
18,6,28.062555582050003,79.91421567385,2.011824941145,5.147122124566667,250.9662814216333
18,7,28.055872523145162,79.66090782343548,2.024938064330645,5.443686926267742,249.47439155262902
18,8,27.846200010048385,79.8060574001129,2.005291083985484,5.079174171295161,248.6317284347258
18,9,28.04169745605,80.2871280773,2.0120849744583333,4.920688661121667,251.36819154836664
18,10,28.006323194112902,79.86785129467742,2.0546091556241937,4.96017351923387,248.6557629699032
18,11,28.09289213963333,80.06818922588333,2.010018675465,5.0320050518883335,254.22893000056666
18,12,27.984598119822582,79.95546766551612,1.9890056050354836,5.171008987716129,248.4714723273871
19,1,27.985325337459678,80.05272172896505,1.9728447129059141,5.253801027385753,248.2768037344086
19,2,28.100552647235293,79.9332099920294,1.969179601986765,4.8635268407617644,251.12960636467648
19,3,27.922496990282255,79.84765335775538,2.0028583999610214,5.147433981375,252.7986855232258
19,4,28.039844138416665,80.2708687120139,1.9906004005333333,5.245518180143056,248.47458343754167
19,5,27.99488668310484,80.17952737587365,1.9256248169005377,4.868464809034946,249.81402529369623
19,6,28.0215646547,79.9658433306,2.0126332560383333,5.2544528177666665,251.15857367200002
19,7,27.98430250098387,79.66294696312903,1.971832567514516,4.882848883625806,249.75260070774192
19,8,28.013606232435485,79.57389893312903,1.9876173772548387,5.348829485496774,249.95281379274195
19,9,28.070995712316666,80.24367267361666,1.97087157145,5.219653278445,252.90016834236667
19,10,28.01569014312903,79.97729237174194,1.9912659962387096,4.957584454553226,248.96864473274195
19,11,28.111905518583335,79.82706420625,1.984858401375,5.298617694143334,249.704242887
19,12,27.96285269132258,80.18832937216129,1.9873356550209678,5.219340541930645,254.99743169112904
20,1,27.929786071666665,80.18157637528226,2.000376856599462,5.013213086459678,248.8165328918683
20,2,28.042109941220588,79.93763690836765,1.9894688535117646,5.409078185730882,250.91403660411765
20,3,28.05694526158602,79.8729171688844,2.0323999999314517,4.982044425030914,252.53360755510752
20,4,27.931271775583333,79.51049157830555,2.0472360739749997,4.956893433225,250.70510084459724
20,5,27.927614400698925,79.79223908215053,1.9355307011438172,5.121686315895162,249.62761508041666
20,6,28.102100967966667,79.84488464616668,2.055671028055,5.166385696203333,251.55176875965
20,7,28.028624709032258,80.65436981727419,1.9550235029516128,5.100429598912903,249.3625580648387
20,8,27.9946623798871,79.77208254287098,1.9810012193596773,5.101105727579032,249.2538144043548
20,9,27.928175382466666,79.93570405,1.9953871073249998,4.973302495691667,249.89758854496665
20,10,28.168542624935483,79.89256679075807,2.002785987704839,4.760412479324194,249.28300897419356
20,11,28.007273613766664,79.79280147676667,1.9614480282266666,5.418775332003333,247.55138209724998
20,12,27.987529147516128,80.29032879335483,1.9192209612903224,5.5117049456129035,252.47885074148385
21,1,27.90704516579301,79.91107835625,2.0140118768790325,5.109099748549731,252.64629714313173
21,2,27.99002039772059,80.24062147289706,2.018391068847059,4.988300703889705,251.39332470735295
21,3,27.989466538844084,80.03719677958334,1.9478521379354838,4.801980216633064,248.4253380485215
21,4,28.041522403569445,80.15633084906943,1.9963446889277778,4.943690124533333,252.33715046305556
21,5,28.0194818077957,80.26248200526881,1.9744895054771505,5.056620082,249.16669565094085
21,6,28.04338612243333,79.55241703955,1.984313303345,5.272762432765,249.49450646493332
21,7,27.969847607274197,80.30078046659678,1.9966583327290324,4.844598435246774,249.5509374445161
21,8,27.984306118000003,79.75648030709678,1.9623162531048388,5.471963599595161,251.22966524403225
21,9,28.11854112423333,80.29740643446667,2.0326763956833336,5.014887878853334,249.13880464116664
21,10,27.8878561126129,80.18085600598387,1.955805124516129,4.872849689972581,253.63210704524192
21,11,28.089329848549998,79.86366419256667,2.0015017978266667,4.921315766576667,250.4561117297
21,12,28.043548893112906,79.96420609080644,1.9171723420112903,4.951962289664516,246.1751217847258
22,1,27.944217000080645,80.0255149513172,2.0899723629381723,5.213201332790323,246.805621498293
22,2,27.933566420029415,79.65429564611765,1.9191206447647058,5.029444501202941,250.35488724073528
22,3,28.02579646392473,79.92600252715054,1.9985791036129033,5.018921616215054,250.09454119303763
22,4,27.998177886,80.24822677780556,2.0720603398375,4.611082840748611,252.31914579218056
22,5,28.056498207889785,80.15698168794356,1.9967087060591397,4.577604549428763,253.1602419311828
22,6,27.972656871250003,79.95167131015,1.9523626432683334,5.333615710885,248.96375011533334
22,7,27.91516543948387,80.00859614885483,2.081710634187097,5.071895671974194,248.15684426359675
22,8,27.876249353580643,80.33943865475807,1.9499611783596775,4.870697294682258,249.75629551596776
22,9,28.031806193850002,80.26011129416668,1.9963585769516665,4.623921105888333,248.1907315822
22,10,28.088769242274196,80.1527090847742,2.017005857196774,5.012773669045161,247.5115905205968
22,11,27.99406676801667,79.75248955818333,2.03268381111,4.800339477406667,250.04254136978332
22,12,27.980910763725806,80.0257180586129,1.9683834414225807,4.754302164127419,249.5249882346774
23,1,27.92013689233871,79.72784666431451,2.0499287742244623,5.232806201247312,250.8496364063172
23,2,27.937401578205883,79.99894956105882,1.9933264363838235,4.800534943583823,249.07722791389705
23,3,28.092221211196236,80.17910968728495,2.0085602287567204,5.5156768994354834,251.1892583581989
23,4,28.047739438069442,79.75265555647222,1.9910763448055557,5.120305616643056,251.092929703
23,5,27.97935853900538,79.68413518280914,1.9813286703104838,5.214661466227151,250.2947857657258
23,6,27.956075988183336,80.2427621108,1.9167710257550001,4.716784442021667,249.5705522385
23,7,28.070574189709674,80.18261757058065,1.9450172903306453,4.990852627764516,252.4077919179355
23,8,28.124739520887093,79.79862221766129,1.946486849516129,5.171667395235484,253.46593901822584
23,9,28.011068974833332,80.15540620893333,2.0693948006033334,4.981878853703333,251.44797561466666
23,10,27.97882961198387,79.90453890369355,2.050393346401613,5.390743803135484,248.8048756358871
23,11,28.049513236166664,80.50397779445001,1.98954993594,4.913865029438333,246.48731768099998
23,12,27.98092486669355,79.80324895296773,1.9788377947822582,5.265627122259677,250.18250576414513
